NEW-Gene-ID,Zscore,Direction,P
EPRS,-8.045,-,8.622E-16
PAG1,-9.42,-,4.512E-21
METRNL,8.973,+,2.879E-19
MAPK14,7.273,+,3.506E-13
TTC39B,-6.527,-,6.692E-11
MRI1,-6.818,-,9.24E-12
PLOD1,8.048,+,8.441E-16
C11orf1,-7.246,-,4.305E-13
LGALSL,5.997,+,0.000000002
GOLM1,8.614,+,7.046E-18
RRP1B,-7.543,-,4.584E-14
GBA,7.015,+,2.305E-12
ITGA2B,7.35,+,1.983E-13
ZNF146,-7.026,-,2.119E-12
RPS16,-5.305,-,1.125E-07
CIAPIN1,-6.051,-,1.441E-09
HNRNPD,-7.027,-,2.111E-12
HERPUD2,8.104,+,5.328E-16
TOP2B,-7.865,-,3.703E-15
NHP2L1,-6.919,-,4.556E-12
CTSG,7.385,+,1.522E-13
DUSP18,7.392,+,1.449E-13
DCXR,-5.436,-,5.463E-08
HMGB2,7.883,+,3.207E-15
MIR600HG,-6.825,-,8.781E-12
MPO,8.274,+,1.3E-16
PSIP1,-7.208,-,5.682E-13
NOD2,6.063,+,1.335E-09
GNPTAB,6.062,+,1.343E-09
PIK3C2B,-8.696,-,3.448E-18
TCN2,6.914,+,4.717E-12
C3orf37,-7.074,-,1.508E-12
MIF,-6.097,-,1.078E-09
PHC2,6.867,+,6.534E-12
USP3,6.19,+,6.034E-10
GSTO1,8.361,+,6.2E-17
FGR,7.112,+,1.145E-12
LSM5,-7.772,-,7.715E-15
TCF4,-5.1,-,3.393E-07
ELP2,-8.818,-,1.161E-18
PAFAH1B3,-5.321,-,1.035E-07
LPAR6,4.993,+,5.937E-07
NONO,-5.811,-,6.223E-09
GOLGA3,-7.342,-,2.11E-13
LAT,-7.167,-,7.686E-13
FOXD2,8.042,+,8.847E-16
CCNB1IP1,-7.934,-,2.121E-15
USP11,-6.645,-,3.041E-11
TNIP3,6.977,+,3.009E-12
EHD4,7.063,+,1.624E-12
NSMCE1,-5.151,-,2.584E-07
PRSS30P,7.82,+,5.278E-15
CRLF3,-7.622,-,2.505E-14
SLC4A4,5.498,+,3.832E-08
RPF2,-6.879,-,6.014E-12
UBIAD1,-5.049,-,4.436E-07
VCL,7.32,+,2.477E-13
PPP2R5C,7.259,+,3.904E-13
OCIAD1,-6.419,-,1.375E-10
ZNF548,-7.926,-,2.271E-15
IL12RB1,6.798,+,1.063E-11
SMAD7,9.165,+,4.944E-20
CCDC41,-7.778,-,7.348E-15
TSPAN17,7.816,+,5.455E-15
AKR1B1,-5.879,-,4.132E-09
CSRP1,6.838,+,8.043E-12
ANXA4,7.764,+,8.207E-15
MVP,6.022,+,1.723E-09
CEBPA,5.925,+,3.114E-09
LCMT2,-7.127,-,1.023E-12
MTHFD1L,-5.977,-,2.269E-09
MFSD10,8.255,+,1.519E-16
TTYH3,7.064,+,1.613E-12
PFKFB2,6.758,+,1.396E-11
DOK2,7.256,+,3.978E-13
RPL4,-8.06,-,7.633E-16
CLSTN3,5.359,+,8.357E-08
SLAMF7,6.371,+,1.879E-10
MRPL3,-7.395,-,1.413E-13
TCN1,8.567,+,1.066E-17
ACAA2,7.294,+,3.002E-13
P2RX5,-8.195,-,2.51E-16
RASGRP3,-6.88,-,5.966E-12
PRPSAP2,-7.482,-,7.298E-14
HAPLN3,-7.003,-,2.511E-12
DUSP3,8.734,+,2.448E-18
HNRNPM,-6.736,-,1.633E-11
EIF3D,-6.714,-,1.893E-11
JAKMIP1,5.442,+,5.263E-08
RAB31,6.723,+,1.786E-11
TRAT1,-7.556,-,4.172E-14
CMSS1,-8.436,-,3.298E-17
LUC7L,-7.133,-,9.802E-13
DDX21,-6.972,-,3.131E-12
DNMT3A,-6.91,-,4.836E-12
ZFAND1,-7.815,-,5.515E-15
LRRC8C,-6.712,-,1.921E-11
PLAC8,-5.914,-,3.342E-09
CD151,7.361,+,1.828E-13
ABCB1,-6.485,-,8.868E-11
SLC1A7,8.353,+,6.682E-17
CAST,7.623,+,2.473E-14
SGPL1,6.962,+,3.347E-12
RAB37,8.448,+,2.957E-17
MRPL24,-6.528,-,6.652E-11
ID2,8.866,+,7.584E-19
TIMD4,-6.563,-,5.288E-11
FGL2,8.052,+,8.12E-16
PVRIG,-7.282,-,3.281E-13
GLT25D2,6.026,+,1.676E-09
PADI4,8.128,+,4.378E-16
NXT1,-6.172,-,6.724E-10
C7orf23,-8.212,-,2.17E-16
MYOF,6.392,+,1.633E-10
CFLAR,6.318,+,2.644E-10
DUSP5,8.078,+,6.596E-16
THEM6,-5.324,-,1.016E-07
S1PR5,7.961,+,1.703E-15
CD97,6.842,+,7.829E-12
F13A1,8.169,+,3.109E-16
C1orf109,-5.212,-,1.869E-07
PAQR4,7.466,+,8.257E-14
NACC2,7.728,+,1.09E-14
PLEKHB1,-6.307,-,2.852E-10
MRPS26,-4.92,-,0.000000864
EEF1B2,-7.726,-,1.113E-14
SRBD1,6.849,+,7.436E-12
CXCR7,-6.601,-,4.073E-11
LCK,-8.404,-,4.318E-17
SEPHS1,-6.746,-,1.516E-11
CLEC2D,-8.079,-,6.524E-16
TPP2,-6.946,-,3.753E-12
APRT,-6.179,-,6.454E-10
SERPINB1,6.931,+,4.183E-12
QSOX2,-6.09,-,1.13E-09
SESTD1,6.215,+,5.125E-10
DIAPH1,5.933,+,0.000000003
RAB27A,7.669,+,1.74E-14
USP47,-6.849,-,7.431E-12
THOC1,-5.829,-,5.574E-09
RPAP2,-7.505,-,6.141E-14
MXRA7,7.275,+,3.476E-13
TRAPPC6A,-5.705,-,1.16E-08
EML4,-8.66,-,4.736E-18
ZNF573,-7.909,-,2.6E-15
HLTF,-6.525,-,6.82E-11
ZNF827,-5.204,-,1.946E-07
CREB3L2,5.642,+,1.681E-08
PLAUR,7.335,+,2.211E-13
LAMP5,-5.535,-,3.119E-08
MRPS31,-7.068,-,1.573E-12
TNFAIP8,-7.133,-,9.809E-13
ITGAL,5.652,+,1.589E-08
LILRA5,8.642,+,5.527E-18
FKBP4,-5.966,-,2.429E-09
TBXAS1,5.577,+,2.442E-08
ARHGAP19,6.884,+,5.804E-12
LYRM4,-6.565,-,5.195E-11
CYFIP1,8.5,+,1.897E-17
DIRC2,8.12,+,4.665E-16
ABCC3,7.146,+,8.955E-13
IGHV5-78 ,-6.832,-,8.402E-12
BIN1,-7.083,-,1.408E-12
APOBEC3C,5.153,+,2.563E-07
AUTS2,-5.971,-,2.358E-09
ATP5L,-5.849,-,4.945E-09
NDFIP1,-6.496,-,8.257E-11
ITGAM,7.881,+,3.251E-15
GYG1,8.082,+,6.385E-16
SEPT1,-7.481,-,7.372E-14
DPYSL2,7.462,+,8.539E-14
RPL36,-6.622,-,3.55E-11
SALL2,-6.278,-,3.423E-10
CD5,-7.764,-,8.201E-15
EDARADD,6.241,+,4.339E-10
ADAM17,6.997,+,2.616E-12
ZNF239,-6.638,-,3.174E-11
ORC5,-7.179,-,7.031E-13
MRPS18B,-5.338,-,9.414E-08
CCT7,-6.24,-,4.373E-10
C12orf65,-7.001,-,2.533E-12
MSH6,-6.642,-,3.087E-11
RNMT,-6.743,-,1.557E-11
ITM2A,-6.903,-,5.075E-12
PPP1R3E,-6.628,-,3.406E-11
TSPYL2,-7.764,-,8.231E-15
NET1,-5.491,-,3.99E-08
IGIP,-7.441,-,9.956E-14
CXCL16,7.114,+,1.13E-12
PPAN,-5.177,-,2.258E-07
PLEKHF1,6.04,+,1.541E-09
TOMM20,-6.476,-,9.45E-11
RCN2,-6.132,-,8.69E-10
UBE2F,5.787,+,7.149E-09
RPS20,-6.763,-,1.35E-11
PNN,-6.648,-,2.961E-11
C12orf75,5.684,+,1.316E-08
ADCY9,5.287,+,1.243E-07
NUP88,-7.789,-,6.748E-15
FAM126B,5.959,+,2.541E-09
LIG1,-6.34,-,2.293E-10
VNN1,6.594,+,4.267E-11
CPM,6.028,+,1.662E-09
ADAMTSL4,6.275,+,3.486E-10
ADHFE1,5.251,+,1.516E-07
WDFY2,5.89,+,3.861E-09
C22orf32,-7.499,-,6.438E-14
AGFG1,5.55,+,2.859E-08
TRMT5,-5.784,-,7.3E-09
GRAMD3,-5.708,-,1.145E-08
LUC7L3,-6.367,-,1.933E-10
KLF4,8.013,+,1.115E-15
SNRPF,-6.134,-,8.573E-10
LOXL3,6.74,+,1.581E-11
PARM1,-5.594,-,2.218E-08
UBAP2,-6.383,-,1.739E-10
PLXDC2,7.161,+,7.981E-13
DEFA4,8.09,+,5.958E-16
CYP1B1,6.571,+,4.999E-11
PCBD1,5.951,+,2.663E-09
PGD,7.073,+,1.521E-12
WDR74,-5.934,-,0.000000003
HNRNPH3,-5.555,-,2.781E-08
PPAPDC1B,-5.879,-,4.134E-09
NFKB1,-8.12,-,4.663E-16
YIPF1,5.496,+,3.879E-08
NSUN6,-5.471,-,4.488E-08
CD300C,5.922,+,3.186E-09
NCEH1,5.918,+,3.268E-09
CXCR6,-6.183,-,6.288E-10
S100A8,6.857,+,7.042E-12
C21orf7,-5.474,-,4.394E-08
NARG2,-6.451,-,1.113E-10
PEBP1,-4.706,-,0.000002521
MARCH3,-5.848,-,0.000000005
NKRF,-7.186,-,6.655E-13
C21orf2,-5.722,-,1.051E-08
ST13,-7.503,-,6.234E-14
LINC00260,5.45,+,5.038E-08
NAP1L1,-7.298,-,2.91E-13
TLR10,-6.695,-,2.158E-11
HNRNPA0,-6.606,-,3.944E-11
B3GALT2,-5.655,-,1.562E-08
RPUSD4,-5.809,-,6.295E-09
CECR5,-6.3,-,2.977E-10
DDX31,-7.16,-,8.061E-13
MST4,-6.872,-,6.347E-12
BYSL,-4.707,-,0.000002516
TAGAP,6.637,+,3.206E-11
TIMM9,-4.984,-,6.241E-07
PRMT6,-6.269,-,3.637E-10
EPHA4,-7.993,-,1.316E-15
MAP3K3,5.532,+,3.17E-08
EMP1,6.38,+,1.771E-10
RDH14,-6.683,-,2.336E-11
CNOT7,-6.538,-,6.235E-11
TSPO,7.856,+,3.972E-15
RPS14,-7.257,-,3.954E-13
TCTA,6.188,+,6.075E-10
FEZ1,7.247,+,4.273E-13
LINC00324,5.275,+,1.327E-07
TUT1,-5.838,-,5.287E-09
WBP1L,7.095,+,1.289E-12
EIF2AK3,-6.189,-,6.041E-10
KDSR,-7.228,-,4.889E-13
SFXN2,-6.375,-,1.833E-10
FARSB,-6.354,-,2.104E-10
GALNT10,7.121,+,1.071E-12
PIGN,-6.654,-,2.857E-11
ATP5G2,-5.707,-,1.15E-08
MAF,5.482,+,0.000000042
ANXA5,7.511,+,5.878E-14
ZNF470,-6.487,-,8.76E-11
TCL1A,-6.797,-,1.065E-11
TFAM,-6.354,-,2.103E-10
VAV3,4.958,+,7.139E-07
ZMYND19,-6.51,-,7.523E-11
LAIR2,5.228,+,1.712E-07
VIPR1,-5.554,-,2.794E-08
SOX13,5.174,+,2.286E-07
SLC9A9,7.604,+,2.882E-14
WDR89,-5.634,-,1.76E-08
NGDN,-6.177,-,6.554E-10
CTPS2,-6.085,-,1.167E-09
POLR3H,-5.727,-,1.021E-08
ZBED5,-7.425,-,1.128E-13
UBE2D2,-6.551,-,5.715E-11
DOLPP1,-5.018,-,5.234E-07
TSR1,-6.958,-,3.456E-12
STX6,6.506,+,7.705E-11
MCCC1,-7.759,-,8.592E-15
SEL1L3,-7.495,-,6.624E-14
TMEM42,-6.867,-,6.537E-12
CLEC4E,6.827,+,8.689E-12
ST6GALNAC6,5.049,+,4.439E-07
PARP9,6.907,+,4.947E-12
TIMP1,5.626,+,1.842E-08
KLHL34,-5.739,-,9.515E-09
TTC16,5.983,+,2.189E-09
SH3BP2,6.605,+,3.98E-11
CLIC1,6.916,+,4.648E-12
VRK1,-5.169,-,0.000000235
S100A12,7.187,+,6.644E-13
GNG2,6.658,+,2.767E-11
FAM53B,6.873,+,6.289E-12
QPCT,7.521,+,5.452E-14
DAP3,-5.923,-,3.164E-09
BLMH,-5.591,-,2.257E-08
HIST1H3H,-5.663,-,1.491E-08
MRPS33,-7.04,-,1.927E-12
SH3BGRL3,6.54,+,6.161E-11
KIAA0319L,7.248,+,4.219E-13
NSG1,-7.218,-,5.266E-13
BNC2,6.484,+,8.932E-11
NLRP12,5.858,+,4.692E-09
PIK3CG,6.956,+,3.501E-12
C3orf62,5.656,+,1.548E-08
THBS1,6.628,+,3.399E-11
RNMTL1,-4.901,-,9.536E-07
FUT8,-6.68,-,2.394E-11
DGKG,5.162,+,2.445E-07
NAA25,-7.566,-,3.84E-14
SLC22A4,5.5,+,3.807E-08
DENND1B ,5.206,+,1.932E-07
BCL9,-6.361,-,2.01E-10
APLP2,6.366,+,1.942E-10
FLVCR2,6.874,+,6.24E-12
VOPP1,7.492,+,6.764E-14
PTPLAD1,-6.426,-,1.313E-10
DYSF,6.383,+,1.731E-10
CLPP,-4.784,-,0.000001719
RASSF4,6.241,+,4.351E-10
CDC14B,6.733,+,1.665E-11
ZNF385A,7.488,+,7.013E-14
ERCC6L2,-6.397,-,1.586E-10
TMEM220,-6.815,-,9.421E-12
CUTA,-6.272,-,3.566E-10
MARCO,6.646,+,3.016E-11
DLGAP4,5.52,+,3.387E-08
UTP14A,-7.186,-,6.658E-13
AKIRIN2,6.75,+,1.483E-11
NOP56,-7.224,-,5.043E-13
TRIM69,5.446,+,5.148E-08
EXOSC2,-6.67,-,2.563E-11
AKAP13,5.579,+,2.425E-08
CSF1R,5.655,+,1.554E-08
ZEB1,-5.338,-,9.415E-08
PHTF1,5.742,+,9.348E-09
IL18BP,5.679,+,1.359E-08
BTN3A1,5.908,+,3.464E-09
MS4A1,-5.332,-,9.694E-08
MPHOSPH10,-6.808,-,9.881E-12
NOL6,-6.472,-,9.679E-11
HCG27,5.261,+,1.434E-07
FBXL5,6.442,+,1.178E-10
RPL13AP3,-6.491,-,8.503E-11
TP53I11,7.006,+,2.455E-12
ADORA2A,-6.457,-,1.066E-10
ABR,6.194,+,5.857E-10
DPPA4,-6.247,-,4.177E-10
ZNF428,-5.179,-,2.236E-07
SRSF5,-5.63,-,1.806E-08
TNFSF13B,7.497,+,6.506E-14
GCNT1,5.891,+,3.837E-09
DRAXIN,6.706,+,1.999E-11
RIOK1,-6.36,-,2.013E-10
DAAM2,5.906,+,3.509E-09
ZNF830,-5.745,-,9.218E-09
BCL6,4.869,+,0.000001121
SLC24A6,-5.095,-,3.486E-07
FXR1,-5.219,-,1.803E-07
AFG3L2,-6.278,-,3.421E-10
MRTO4,-7.425,-,1.127E-13
P2RY10,-6.256,-,3.955E-10
KIAA0922,-6.413,-,1.428E-10
CTSD,7.381,+,1.575E-13
KLF12,-7.001,-,2.539E-12
ANP32B,-6.874,-,6.227E-12
PNOC,-5.353,-,8.653E-08
AGPAT2,6.696,+,2.145E-11
MAK16,-5.218,-,1.812E-07
TASP1,-6.618,-,3.643E-11
RPL28,-4.976,-,0.000000648
PSAT1,-4.958,-,7.119E-07
IL15,5.778,+,7.563E-09
YTHDF1,-6.387,-,1.687E-10
MIS12,-6.327,-,2.507E-10
ABCA6,6.198,+,5.725E-10
EFHD1,-6.571,-,4.985E-11
GAS7,6.571,+,4.982E-11
RAB24,7.163,+,7.888E-13
MAPK1,5.838,+,5.296E-09
P2RX1,5.368,+,7.959E-08
PDCL3,-5.31,-,1.096E-07
LPGAT1,6.323,+,2.562E-10
NUDT9,-6.409,-,1.468E-10
UQCC,-5.525,-,0.000000033
IL27RA,-6.224,-,4.86E-10
MYL6,5.76,+,8.403E-09
PAK1IP1,-6.519,-,7.069E-11
DYNLT1,6.751,+,1.466E-11
INPPL1,6.1,+,1.062E-09
MAPKAPK3,5.932,+,0.000000003
EIF4A3,-5.613,-,1.993E-08
FGF9,-6.027,-,1.669E-09
BIVM,-6.538,-,6.227E-11
ATP5G1,-5.398,-,6.75E-08
FAM165B,-7.284,-,3.242E-13
U2AF1L4,-6.46,-,1.046E-10
ATP1B3,6.156,+,7.447E-10
LARP1B,-6.239,-,4.407E-10
DENR,-6.491,-,8.509E-11
MRPS9,-5.285,-,1.259E-07
C11orf31,-5.571,-,2.527E-08
CYP2E1,-6.539,-,6.198E-11
IPCEF1,-5.131,-,2.876E-07
NCR1,5.905,+,3.537E-09
RRN3P1,-6.623,-,3.513E-11
DCK,-6.87,-,6.41E-12
SRSF1,-5.905,-,3.522E-09
TGDS,-5.357,-,8.48E-08
HSPE1,-6.097,-,1.08E-09
NACA,-5.916,-,3.298E-09
CXXC5,-5.174,-,0.000000229
GRB10,5.324,+,1.016E-07
PPIL1,-5.476,-,4.352E-08
CEP135,-5.269,-,1.368E-07
PIGP,-5.686,-,0.000000013
HP,6.771,+,1.281E-11
PPWD1,-5.701,-,1.194E-08
NSUN2,-6.703,-,2.036E-11
GDE1,4.98,+,6.345E-07
NCBP2,-6.157,-,7.394E-10
KRI1,-5.809,-,6.289E-09
USP44,-5.034,-,4.802E-07
NIN,-4.738,-,0.00000216
ZNF175,-5.981,-,2.213E-09
C1orf216,5.182,+,2.198E-07
TRIM21,6.079,+,1.211E-09
GRWD1,-6.137,-,8.394E-10
LOC338799,-4.897,-,9.747E-07
THAP11,-6.65,-,2.934E-11
LARP4,-5.077,-,3.844E-07
RPS29,-6.508,-,7.596E-11
TCIRG1,5.912,+,3.381E-09
TDP1,-6.697,-,2.129E-11
VARS,-4.803,-,0.000001565
CYCS,-5.15,-,2.612E-07
IFT74,-6.891,-,5.559E-12
SORCS3,5.018,+,5.225E-07
HNRNPH1,-5.609,-,2.029E-08
RPL17,-6.654,-,2.851E-11
BAG3,-6.927,-,4.306E-12
LRRC33,5.041,+,4.624E-07
SIAH2,5.335,+,9.558E-08
FAM134A,5.059,+,4.225E-07
ERGIC1,5.856,+,4.73E-09
TOMM70A,-6.965,-,3.289E-12
ACADVL,5.156,+,2.517E-07
MFN2,5.311,+,1.088E-07
SPECC1L,-5.661,-,1.509E-08
PRRG4,5.202,+,0.000000197
HSPA9,-6.544,-,5.995E-11
FAM160A2,6.114,+,0.000000001
IRF9,6.867,+,6.551E-12
ERGIC3,-5.082,-,0.000000373
CRELD1,-5.999,-,0.000000002
TBRG4,-5.345,-,9.066E-08
SEPT9,-6.01,-,1.855E-09
LEO1,-6.126,-,8.984E-10
FUCA2,6.107,+,0.000000001
HIBADH,-6.267,-,3.692E-10
MTERFD1,-5.874,-,4.248E-09
DHRS9,6.234,+,4.542E-10
ANAPC16,-6.078,-,1.217E-09
TAGLN,5.83,+,5.533E-09
AHSA1,-6.122,-,9.222E-10
PNPLA6,6.69,+,2.224E-11
MZF1,-4.856,-,0.000001201
SLC25A15,-5.483,-,4.193E-08
IFI30,5.701,+,1.194E-08
GPX1,4.951,+,7.388E-07
ABCF1,-5.912,-,3.389E-09
REPS2,5.194,+,2.058E-07
QTRT1,-5.239,-,1.612E-07
CFH,5.798,+,6.707E-09
RAB7L1,4.716,+,0.000002404
SIRT4,-6.671,-,2.54E-11
PTP4A2,4.722,+,0.00000233
GNB2L1,-4.648,-,0.000003357
CBY1,-5.747,-,9.094E-09
CCR2,5.725,+,1.036E-08
GYPE,-6.599,-,4.15E-11
CTPS1,-5.991,-,2.085E-09
SPON2,5.672,+,1.415E-08
XPO4,-6.878,-,6.078E-12
IPO4,-5.808,-,6.331E-09
BLOC1S1,6.276,+,3.465E-10
DEDD,6.172,+,6.748E-10
LPHN1,-4.955,-,7.218E-07
PDZK1IP1,4.826,+,0.000001396
PLIN2,6.135,+,8.529E-10
CACYBP,-5.576,-,2.462E-08
STAT3,5.544,+,2.95E-08
SUPT3H,-6.321,-,2.6E-10
HNMT,5.645,+,1.651E-08
CPNE8,6.242,+,4.327E-10
OPN3,-4.721,-,0.00000235
CPQ,4.689,+,0.000002743
FKBP11,-6.649,-,2.949E-11
MTR,-6.564,-,5.223E-11
ZNF721,-5.945,-,2.757E-09
IRF1,5.526,+,3.272E-08
ZNF260,-6.781,-,1.197E-11
GLA,6.18,+,6.413E-10
AKAP7,-6.621,-,3.562E-11
ILF2,-4.949,-,7.441E-07
UBTF,-6.12,-,9.365E-10
NOB1,-5.235,-,1.648E-07
TADA3,6.497,+,8.175E-11
BPI,5.845,+,5.079E-09
PSMB9,6.715,+,1.875E-11
DENND1A,6.731,+,1.68E-11
MPHOSPH9,-6.55,-,5.762E-11
OASL,6.579,+,4.735E-11
CTSC,6.41,+,1.458E-10
LAPTM4B,-5.954,-,2.617E-09
EPG5,4.992,+,5.966E-07
MYD88,6.274,+,3.526E-10
BOD1,-6.377,-,1.804E-10
ACOT9,6.25,+,4.106E-10
AGPAT3,6.262,+,3.796E-10
CDK14,5.695,+,1.233E-08
MEOX1,6.17,+,6.849E-10
CALCOCO1,5.834,+,5.414E-09
ARHGAP15,-5.916,-,3.301E-09
PAM,4.787,+,0.000001693
RBM14,-5.772,-,7.824E-09
ITPKB,-5.388,-,7.105E-08
RPSA,-5.783,-,7.347E-09
EWSR1,-6.519,-,7.093E-11
RPS6KB1,-6.321,-,2.595E-10
BCCIP,-5.791,-,0.000000007
TFB2M,-5.895,-,3.745E-09
GPR68,5.464,+,4.646E-08
DHX15,-6.207,-,5.396E-10
C1QTNF6,-5.085,-,3.684E-07
GORASP2,-5.817,-,0.000000006
FAM43A,-5.129,-,2.912E-07
SH2D2A,4.751,+,0.000002024
PRKRA,-5.884,-,0.000000004
MBTPS1,-5.925,-,3.129E-09
MGC57346,-5.59,-,2.275E-08
RUVBL1,-4.945,-,7.633E-07
STIP1,-5.584,-,2.357E-08
CD37,-4.643,-,0.000003431
POLE3,-5.38,-,7.466E-08
FAM220A,-5.712,-,1.117E-08
SFXN4,-6.013,-,1.818E-09
RPP21,-5.022,-,5.106E-07
PRKACB,-6.083,-,1.179E-09
TRIM38,4.659,+,0.000003183
LCLAT1,-5.186,-,2.151E-07
ADAR,4.676,+,0.000002922
MATN2,-5.955,-,2.603E-09
PJA1,-5.799,-,6.678E-09
AGAP1,6.435,+,1.233E-10
ATAD1,-5.665,-,1.472E-08
CCDC57,-5.942,-,2.822E-09
ABHD16A,5.736,+,9.68E-09
POLRMT,-5.441,-,5.293E-08
TCERG1,-4.798,-,0.000001605
WDR1,6.259,+,3.879E-10
PODXL2,-5.732,-,0.00000001
IQCG,5.169,+,2.356E-07
PTK2B,5.277,+,1.315E-07
SPPL2A,6.216,+,5.103E-10
GNGT2,4.619,+,0.000003857
IDH1,6.177,+,6.536E-10
DCAF4,-5.627,-,1.836E-08
RBFA,-6.122,-,9.232E-10
ALG13,-5.459,-,4.776E-08
NEDD9,6.034,+,1.595E-09
CHORDC1,-6.17,-,6.812E-10
UBAC1,5.693,+,1.249E-08
PRMT1,-6.37,-,1.896E-10
TMEM5,-5.458,-,4.807E-08
RPL11,-5.691,-,1.266E-08
TRIB1,6.342,+,2.265E-10
SLC39A1,4.979,+,6.396E-07
TLN1,5.081,+,3.752E-07
ZNF581,-4.738,-,0.000002163
DZIP3,-5.938,-,2.878E-09
CLNS1A,-6.121,-,9.279E-10
ACTN4,5.324,+,1.016E-07
SURF6,-5.034,-,4.812E-07
GPR97,4.989,+,6.059E-07
AGPAT5,-5.664,-,1.479E-08
VPS33A,5.139,+,2.769E-07
BMX,5.813,+,6.145E-09
RPAIN,-5.789,-,7.077E-09
EPB41L4A,6.092,+,1.116E-09
PTPN13,-5.747,-,9.081E-09
PLOD3,5.035,+,4.767E-07
PRPF19,-5.6,-,2.138E-08
EBPL,-4.684,-,0.000002808
SLC20A1,4.946,+,7.575E-07
TCTN1,-6.243,-,4.284E-10
SMARCC1,-5.743,-,9.307E-09
IFIT3,4.96,+,7.055E-07
TNFRSF1B,5.399,+,0.000000067
UFM1,-4.868,-,0.000001126
ENPP4,4.918,+,8.761E-07
FBXO15,-5.134,-,2.843E-07
ARRB1,4.96,+,7.046E-07
SSH1,5.905,+,3.518E-09
EXOSC8,-4.637,-,0.000003537
TMEM230,-5.079,-,3.792E-07
ZNF121,-4.97,-,6.685E-07
NLRP3,5.982,+,2.203E-09
FAM129B,5.818,+,0.000000006
METTL25,-4.902,-,9.477E-07
RPL27A,-5.508,-,3.622E-08
ZNF234,-6.006,-,1.902E-09
UBE2G2,-6.134,-,8.549E-10
NSUN5,-4.856,-,0.000001198
CYB5A,-5.738,-,9.578E-09
KIAA0586,-5.4,-,6.665E-08
SETBP1,6.169,+,6.869E-10
USP13,-5.333,-,9.645E-08
TOX,5.167,+,2.376E-07
CCR9,-5.972,-,2.339E-09
HSPA8,-5.237,-,1.636E-07
RASGRP1,-5.995,-,0.000000002
SOX8,-6.026,-,1.678E-09
GLMN,-5.738,-,9.56E-09
METAP2,-5.68,-,1.348E-08
CALML4,5.912,+,3.376E-09
PLCB2,5.303,+,1.139E-07
DHPS,-5.599,-,2.153E-08
CELA1,-4.987,-,6.139E-07
PPIL3,-5.89,-,3.86E-09
TGFBR2,-5.394,-,0.000000069
SRRM1,-5.731,-,0.00000001
ELOVL6,5.382,+,7.347E-08
TAF4,-5.893,-,3.786E-09
CYBB,5.833,+,5.459E-09
IL10RB,5.745,+,9.189E-09
CEPT1,-5.145,-,2.673E-07
C4orf34,5.572,+,2.522E-08
ABHD3,5.034,+,0.00000048
MTRF1,-4.912,-,9.036E-07
STAT2,5.298,+,1.168E-07
GTF3A,-5.139,-,2.756E-07
AOAH,5.02,+,5.168E-07
ICAM4,4.929,+,8.271E-07
NAGA,5.802,+,6.538E-09
MSH2,-5.206,-,1.935E-07
TRIM44,-5.291,-,1.219E-07
SAMD9L,5.538,+,3.064E-08
RARRES3,5.882,+,0.000000004
TSPYL5,-5.792,-,6.946E-09
STARD3NL,5.794,+,6.863E-09
KANSL2,-5.331,-,9.764E-08
INPP5D,5.028,+,4.969E-07
PCSK5,-4.638,-,0.000003513
SLITRK4,5.041,+,4.622E-07
KIAA0913,4.93,+,8.209E-07
ARHGAP24,5.103,+,3.348E-07
RIOK2,-5.457,-,4.84E-08
ARF3,5.893,+,3.79E-09
CDKN1A,5.616,+,1.956E-08
ATF3,5.159,+,2.484E-07
FCGR2B,5.077,+,3.843E-07
SSBP4,5.071,+,3.953E-07
C11orf75,5.297,+,1.176E-07
TMEM209,-5.473,-,4.43E-08
TBCB,5.508,+,3.622E-08
RIPK3,5.206,+,1.931E-07
MAD2L2,5.326,+,1.007E-07
CSNK2A2,-4.716,-,0.000002409
ACADM,-5.147,-,2.646E-07
FAM70A,4.616,+,0.000003908
DDX1,-5.143,-,0.00000027
MGLL,5.577,+,2.441E-08
ITPRIP,5.101,+,3.387E-07
EPM2A,-5.045,-,4.541E-07
PGRMC2,-5.727,-,1.021E-08
RPL30,-5.696,-,1.229E-08
TSGA10,-4.984,-,6.213E-07
ELF4,5.775,+,7.713E-09
ZNF706,-4.801,-,0.000001581
SMARCAD1,-4.874,-,0.000001095
ZNF10,-5.149,-,2.613E-07
RUNX3,5.525,+,3.288E-08
OAS1,5.202,+,1.976E-07
NGLY1,-5.015,-,5.316E-07
RPL35,-5.143,-,2.703E-07
EIF2C4,5.084,+,0.000000369
TRA2B,-4.681,-,0.000002848
QSOX1,5.21,+,1.887E-07
EI24,-4.997,-,5.833E-07
CYSTM1,4.635,+,0.000003562
MGAM,5.708,+,1.142E-08
ETV6,5.277,+,1.316E-07
N6AMT2,-5.123,-,3.005E-07
ZNF800,-5.456,-,4.875E-08
C20orf197,5.116,+,3.124E-07
EBP,4.864,+,0.000001148
CD72,-4.647,-,0.00000336
ZNF189,-5.105,-,3.314E-07
SH3BP5L,5.53,+,0.000000032
MORC2-AS1,-4.677,-,0.000002918
COLQ,-5.594,-,2.224E-08
GART,-5.028,-,4.946E-07
TPT1,-5.62,-,1.913E-08
SUMF2,-5.211,-,1.879E-07
SRFBP1,-5.028,-,4.967E-07
CDC16,-5.421,-,5.937E-08
RBM11,-5.457,-,4.837E-08
HLA-B,5.356,+,8.493E-08
